"title","author","journal","year","vol","page","place","title_raw","author_raw"
"李书城共区归来的报告","秋田","《展望》",1949,"第3卷 第18期","8-9","南京","李书城共区归来的报告","秋田"
"迎一九四九年(回顾与展望)","丁蕾","《展望》",1949,"第3卷 第9期","4-5","南京","迎一九四九年(回顾与展望)","丁蕾"
"岁暮杂谭(回顾与展望)","柏苍","《展望》",1949,"第3卷 第9期","6","南京","岁暮杂谭(回顾与展望)","柏苍"
"周末专栏:褒乎?贬乎?","仲亨","《展望》",1949,"第3卷 第12期","2-3","南京","周末专栏:褒乎?贬乎?","仲亨"
"什么是冬天?:福州面面观","绍猷","《展望》",1949,"第3卷 第10期","8-9","南京","什么是冬天?:福州面面观","绍猷"
"鄞奉道上显要多","绍声","《展望》",1949,"第3卷 第17期","8-9","南京","鄞奉道上显要多","绍声"
"春雷前夜的华南","欧阳春","《展望》",1949,"第3卷 第16期","10","南京","春雷前夜的华南","欧阳春"
"陈仪去，周喦来!","卢蕾谷","《展望》",1949,"第3卷 第16期","11","南京","陈仪去，周喦来!","卢蕾谷"
"周末专栏:“投射偏差”","仲亨","《展望》",1949,"第3卷 第9期","7","南京","周末专栏:“投射偏差”","仲亨"
"美国保守国会","费孝通","《展望》",1949,"第3卷 第10期","2，9","南京","美国保守国会","费孝通"
"展望东南亚","孟宪章","《展望》",1949,"第3卷 第18期","3","南京","展望东南亚","孟宪章"
"关于亚洲会议(一周国际展望)","丁蕾","《展望》",1949,"第3卷 第12期","4","南京","关于亚洲会议(一周国际展望)","丁蕾"
"论政客与政治家","刘伯陶","《展望》",1949,"第3卷 第11期","12","南京","论政客与政治家","刘伯陶"
"战争与和平的纠缠:一周战局展望","波光","《展望》",1949,"第3卷 第10期","4-6，7","南京","战争与和平的纠缠:一周战局展望","波光"
"酝酿中的“西南集团”","横眉","《展望》",1949,"第3卷 第15期","8-9","南京","酝酿中的“西南集团”","横眉"
"备战经济的新阶段(一周经济展望)","柏苍","《展望》",1949,"第3卷 第16期","5","南京","备战经济的新阶段(一周经济展望)","柏苍"
"都门侧写(三)","谭波莉","《展望》",1949,"第3卷 第10期","10","南京","都门侧写(三)","谭波莉"
"和平的尺度(一周政局展望)","张绍贤","《展望》",1949,"第3卷 第17期","4","南京","和平的尺度(一周政局展望)","张绍贤"
"孙阁果倒了","瑗","《展望》",1949,"第3卷 第17期","封1","南京","孙阁果倒了","瑗"
"浙赣纪行","武石","《展望》",1949,"第3卷 第15期","7","南京","浙赣纪行","武石"
"出不起，活不成","瑗","《展望》",1949,"第3卷 第15期","封1","南京","出不起，活不成","瑗"
"解放妇女","陈仁炳","《展望》",1949,"第3卷 第16期","3","南京","解放妇女","陈仁炳"
"都门侧写(二)","谭波莉","《展望》",1949,"第3卷 第9期","8","南京","都门侧写(二)","谭波莉"
"论民主统一战线","罗涵先","《展望》",1949,"临时特刊","5","南京","论民主统一战线","罗涵先"
"鲁斯周以德合论","陈仁炳","《展望》",1949,"第3卷 第11期","3，9","南京","鲁斯周以德合论","陈仁炳"
"和平号召褪色，南北烽火又起:一周战局展望","波光","《展望》",1949,"第3卷 第11期","4-6，12","南京","和平号召褪色，南北烽火又起:一周战局展望","波光"
"显明的对照(一周政局展望)","张绍贤","《展望》",1948,"第2卷 第22期","6-7","南京","显明的对照(一周政局展望)","张绍贤"
"民主世界:华莱士有意访苏","杨微","《展望》",1948,"第2卷 第5期","8","南京","民主世界:华莱士有意访苏","杨微"
"翁内阁种种(本京特讯)","严冬","《展望》",1948,"第2卷 第6期","10","南京","翁内阁种种(本京特讯)","严冬"
"说“变”","静观","《展望》",1948,"第2卷 第5期","2","南京","说“变”","静观"
"哀苏北","小草","《展望》",1948,"第2卷 第7期","12","南京","哀苏北","小草"
"展望通讯特辑:到处饥饿到处荒:饥饿威胁着北平、产米区苏州的恐慌……","金苗","《展望》",1948,"第2卷 第24期","10-11","南京","展望通讯特辑:到处饥饿到处荒:饥饿威胁着北平、产米区苏州的恐慌……","金苗 汪迪民 冀民"
"展望通讯特辑:到处饥饿到处荒:饥饿威胁着北平、产米区苏州的恐慌……","汪迪民","《展望》",1948,"第2卷 第24期","10-11","南京","展望通讯特辑:到处饥饿到处荒:饥饿威胁着北平、产米区苏州的恐慌……","金苗 汪迪民 冀民"
"展望通讯特辑:到处饥饿到处荒:饥饿威胁着北平、产米区苏州的恐慌……","冀民","《展望》",1948,"第2卷 第24期","10-11","南京","展望通讯特辑:到处饥饿到处荒:饥饿威胁着北平、产米区苏州的恐慌……","金苗 汪迪民 冀民"
"莫斯科·伯尔格来德·华盛顿(一周国际展望)","丁蕾","《展望》",1948,"第2卷 第14期","8","南京","莫斯科·伯尔格来德·华盛顿(一周国际展望)","丁蕾"
"大风暴前夕的江南征兵","冀民","《展望》",1948,"第2卷 第16期","9","南京","大风暴前夕的江南征兵","冀民"
"爵溪的渔民:它是浙江有名的产鱼区域","大木","《展望》",1948,"第2卷 第17期","14","南京","爵溪的渔民:它是浙江有名的产鱼区域","大木"
"论官毒:官僚政治与民主政治之消长","陈仁炳","《展望》",1948,"第2卷 第7期","6","南京","论官毒:官僚政治与民主政治之消长","陈仁炳"
"华盛顿的忧郁(一周国际展望)","丁蕾","《展望》",1948,"第3卷 第4期","5","南京","华盛顿的忧郁(一周国际展望)","丁蕾"
"从北平看美国对华政策的变化","焦尾琴","《展望》",1948,"第2卷 第9期","8","南京","从北平看美国对华政策的变化","焦尾琴"
"我的研究经验","侯外庐","《展望》",1948,"第2卷 第8期","12","南京","我的研究经验","侯外庐"
"记者的条件:为九一记者节而作","石仲子","《展望》",1948,"第2卷 第17期","15","南京","记者的条件:为九一记者节而作","石仲子"
"八月的亚洲","宁静","《展望》",1948,"第2卷 第17期","11-13","南京","八月的亚洲","宁静"
"势在必行的革新(一周政局展望)","章明","《展望》",1948,"第2卷 第12期","6-7","南京","势在必行的革新(一周政局展望)","章明"
"中原大会战(一周战局展望)","波光","《展望》",1948,"第2卷 第9期","6-8","南京","中原大会战(一周战局展望)","波光"
"美国农村视察记(二):本刊美国通讯","凯玲","《展望》",1948,"第2卷 第13期","13","南京","美国农村视察记(二):本刊美国通讯","凯玲"
"陆志韦与胡适","吴兰","《展望》",1948,"第2卷 第22期","14","南京","陆志韦与胡适","吴兰"
"双十节笔谈:双十节面临的三大问题","张志让","《展望》",1948,"第2卷 第21期","2","南京","双十节笔谈:双十节面临的三大问题","张志让"
"政局新阶段","鲁生","《展望》",1948,"第2卷 第3期","8","南京","政局新阶段","鲁生"
"教师的新责任","杨卫玉","《展望》",1948,"第2卷 第17期","3","南京","教师的新责任","杨卫玉"
"流浪:[木刻]","王琦","《展望》",1948,"第2卷 第9期","封1","南京","流浪:[木刻]","王琦"
"备战声中话武汉","金若","《展望》",1948,"第2卷 第22期","10","南京","备战声中话武汉","金若"
"啼笑皆非话陕西","蒙若","《展望》",1948,"第2卷 第19期","10-11","南京","啼笑皆非话陕西","蒙若"
"印尼侨情与中华同盟会的创立","黄葆华","《展望》",1948,"第2卷 第15期","12-13","南京","印尼侨情与中华同盟会的创立","黄葆华"
"武大在饥饿的考验中","奚永伟","《展望》",1948,"第3卷 第6期","11","南京","武大在饥饿的考验中","奚永伟"
"锦州战事告一段落:新会战的酝酿(一周战局展望)","波光","《展望》",1948,"第2卷 第23期","6-8","南京","锦州战事告一段落:新会战的酝酿(一周战局展望)","波光"
"太平山下一盛会:欧阳予倩先生六十大寿记","望月","《展望》",1948,"第2卷 第5期","13","南京","太平山下一盛会:欧阳予倩先生六十大寿记","望月"
"我写“非孝”的原因和经过(四)","施复亮","《展望》",1948,"第3卷 第1期","15","南京","我写“非孝”的原因和经过(四)","施复亮"
"论大学教育","冯友兰","《展望》",1948,"第2卷 第9期","2-3","南京","论大学教育","冯友兰"
"鼙鼓声中看蚌埠(蚌埠通讯)","史明","《展望》",1948,"第3卷 第8期","8","南京","鼙鼓声中看蚌埠(蚌埠通讯)","史明"
"榴花灼灼战火烈","波光","《展望》",1948,"第2卷 第3期","8-9","南京","榴花灼灼战火烈","波光"
"华南二三事:震动了香港父母心","柳京","《展望》",1948,"第2卷 第3期","12","南京","华南二三事:震动了香港父母心","柳京"
"民主世界:一群电力职工的呼吁","张仁光","《展望》",1948,"第2卷 第8期","8","南京","民主世界:一群电力职工的呼吁","张仁光"
"中国与东南亚(密勒氏评论报)","洁流","《展望》",1948,"第2卷 第22期","4","南京","中国与东南亚(密勒氏评论报)","洁流"
"经济战的一面(一周经济展望)","柏苍","《展望》",1948,"第3卷 第8期","5-6","南京","经济战的一面(一周经济展望)","柏苍"
"双十节笔谈:双十节感言","孙晓村","《展望》",1948,"第2卷 第21期","3","南京","双十节笔谈:双十节感言","孙晓村"
"民主世界:美追悼在希腊惨死记者","张仁光","《展望》",1948,"第2卷 第8期","8","南京","民主世界:美追悼在希腊惨死记者","张仁光"
"论知识份子的天真","陈仁炳","《展望》",1948,"第2卷 第5期","4","南京","论知识份子的天真","陈仁炳"
"民主世界:农工民主党宣言","杨微","《展望》",1948,"第2卷 第5期","8","南京","民主世界:农工民主党宣言","杨微"
"回忆辛亥革命与首届国会时期之褚辅成先生","俞寰澄","《展望》",1948,"第2卷 第2期","15","南京","回忆辛亥革命与首届国会时期之褚辅成先生","俞寰澄"
"“窒息香港”的问题:港方对上海吴市长谈话的反应","欧阳春","《展望》",1948,"第2卷 第11期","13","南京","“窒息香港”的问题:港方对上海吴市长谈话的反应","欧阳春"
"论“开发民力建设乡村”","周有光","《展望》",1948,"第2卷 第16期","2","南京","论“开发民力建设乡村”","周有光"
"炎热的仲夏战场(一周战局展望)","波光","《展望》",1948,"第2卷 第12期","6-8，2","南京","炎热的仲夏战场(一周战局展望)","波光"
"日本的财阀与政权(上)","康瑞丰","《展望》",1948,"第2卷 第22期","12-13","南京","日本的财阀与政权(上)","康瑞丰"
"民主世界:李埃决为世界和平奋斗","杨微","《展望》",1948,"第2卷 第2期","7","南京","民主世界:李埃决为世界和平奋斗","杨微"
"老教师:[漫画]","杨可扬","《展望》",1948,"第3卷 第2期","封1","南京","老教师:[漫画]","杨可扬"
"中国政治大展览:香港看和谣","欧阳春","《展望》",1948,"第2卷 第15期","10","南京","中国政治大展览:香港看和谣","欧阳春"
"民主世界:日本韩侨反抗暴压","杨微","《展望》",1948,"第2卷 第1期","7","南京","民主世界:日本韩侨反抗暴压","杨微"
"问题怕越来越严重吧!","同父","《展望》",1948,"第3卷 第1期","2-3","南京","问题怕越来越严重吧!","同父"
"恋爱·结婚·家庭","蒋平","《展望》",1948,"第3卷 第1期","16","南京","恋爱·结婚·家庭","蒋平 沈珏 坚璧"
"恋爱·结婚·家庭","沈珏","《展望》",1948,"第3卷 第1期","16","南京","恋爱·结婚·家庭","蒋平 沈珏 坚璧"
"恋爱·结婚·家庭","坚璧","《展望》",1948,"第3卷 第1期","16","南京","恋爱·结婚·家庭","蒋平 沈珏 坚璧"
"两广近情:广州通讯","蓝悒","《展望》",1948,"第2卷 第1期","8-10","南京","两广近情:广州通讯","蓝悒"
"从抢购潮说起(一周经济展望)","柏苍","《展望》",1948,"第2卷 第22期","7-8","南京","从抢购潮说起(一周经济展望)","柏苍"
"东北新部署(战局一周展望)","波光","《展望》",1948,"第2卷 第21期","9-10","南京","东北新部署(战局一周展望)","波光"
"我写“非孝”的原因和经过(一)","施复亮","《展望》",1948,"第2卷 第22期","15","南京","我写“非孝”的原因和经过(一)","施复亮"
"一天紧似一天的川局","杨祖之","《展望》",1948,"第2卷 第13期","10","南京","一天紧似一天的川局","杨祖之"
"五四在上海:五月的花开遍了原野","岳铎","《展望》",1948,"第2卷 第3期","14-15","南京","五四在上海:五月的花开遍了原野","岳铎"
"再谈上海“国际化”","立心","《展望》",1948,"第3卷 第4期","12","南京","再谈上海“国际化”","立心"
"论物价涨风的新阶段","严凌","《展望》",1948,"第2卷 第12期","3-4","南京","论物价涨风的新阶段","严凌"
"战时体制下的浙西","德明","《展望》",1948,"第3卷 第6期","8","南京","战时体制下的浙西","德明"
"美援与双边协定","丁蕾","《展望》",1948,"第2卷 第10期","6","南京","美援与双边协定","丁蕾"
"淮上春暮惊铁骑","杜渐","《展望》",1948,"第2卷 第7期","10-11","南京","淮上春暮惊铁骑","杜渐"
"苦诉几个工厂老闆","微生","《展望》",1948,"第2卷 第4期","封1","南京","苦诉几个工厂老闆","微生"
"一周战局展望:苏北战火直薄长江，华北大战渐臻成熟","波光","《展望》",1948,"第3卷 第7期","7，8","南京","一周战局展望:苏北战火直薄长江，华北大战渐臻成熟","波光"
